,user_id,item_id,reviewText,unixReviewTime,rating
0,0,0,"Excellent musicianship. It wants to make you dance. It did then, it still does. I always liked it a lot. The MP3 sound is satisfactory.",1479168000,5
1,1,1,Love this newest song,1479168000,5
2,2,2,Good song,1479168000,4
3,3,3,"At 99 cents, what's not to like?! Actually this is a great, eclectic collection of piano rags, most by Scott Joplin and played by the ragtime expert and composer William Bolcom, who plays them in a similar way as Joshua Rifkin: slow and easy, the way Joplin wanted. No honkytonk saloon music here! Also, there are rags by Joseph Lamb and some others including female composers and pianists. As a bonus, several piano works of the American composer and salon pianist (America's Chopin!) Louis Moreau Gottschalk. These are not rags but apparently Gottschalk was a major influence on the ragtime music movement, especially Joplin. They are wonderful pre-ragtime selections from the latter half of the 19th century, and were popular in the salons of the upper crust. Salon piano music was sort of the pop instrumental music of its time, but Gottschalk was a serious composer as well. These pieces show it. They are melodic--like good ragtime--and easy on the ears. Many of his songs (like The Dying Poet) were used as background for silent movies and became so common as to be cliche, thus the loss of popularity for Gottschalk's music (and other salon music) until revivals began in the late 20th century. Eugene List, a classical pianist, performs the Gottschalk.
If you like ragtime, or pop piano music in general, this is a no-brainer--especially at 99 cents for 111 songs!",1479168000,5
4,4,4,"A beautiful song, Love it.",1479168000,5
5,0,5,Some psychedelic sound. At the time I kinda liked it. Now I'm not sure. The MP3 sound is a bit 'not so good'.,1479168000,3
6,5,6,Helps amp my workout!,1479168000,5
7,6,7,"Great bit of nostalgia, and you know, a really nice song too",1479168000,5
8,7,8,I love it,1479168000,5
9,8,9,This is part of my classic rock collection.,1479168000,5
10,9,10,great music,1479168000,5
11,0,11,"This was done in 1985. Lionel Ritchie was no longer part of 'The Commodores'. Nevertheless, this was a great song. I liked it a lot, still do. The MP3 sound is better than I expected.",1479168000,5
12,1,12,Love this oldie,1479168000,5
13,10,13,a,1479168000,5
14,0,14,"This was the only major hit this band chalked up. It was first released in 1967, hit the charts, then coming back in 1969. I liked it a lot, right from the start, even though it brings back some questionable memories as this was during the escalation of the Vietnam War, when duded like me were sweating the draft lottery and whatever else went with it. If you were not living this, you would not understand. I still like the song a lot. The MP3 file sound is quite good.",1479168000,5
15,11,15,Not too bad,1479168000,4
16,7,8,I love it,1479168000,5
17,10,16,a,1479168000,5
18,0,14,"This was the only major hit this band chalked up. It was first released in 1967, hit the charts, then coming back in 1969. I liked it a lot, right from the start, even though it brings back some questionable memories as this was during the escalation of the Vietnam War, when duded like me were sweating the draft lottery and whatever else went with it. If you were not living this, you would not understand. I still like the song a lot. The MP3 file sound is quite good.",1479168000,5
